org_id,icnptso_code,icnptso_code_probability,icnptso_code_source
GB-COH-06335853,F20,1.0,ml_model
GB-COH-06336299,F20,0.988,ml_model
GB-COH-06336343,B31,0.944,ml_model
GB-COH-06338738,F20,0.946,ml_model
GB-COH-06338762,F20,1.0,ml_model
GB-COH-06338799,C22,0.612,ml_model
GB-COH-06338812,F20,0.919,ml_model
GB-COH-06342442,G11,0.835,ml_model
GB-COH-06342457,A11,1.0,ml_model
GB-COH-06342646,J10,0.694,ml_model
GB-COH-06342693,D14,0.999,ml_model
GB-COH-06342890,B31,1.0,ml_model
GB-COH-06344220,D11,0.987,ml_model
GB-COH-06345849,D19,0.529,ml_model
GB-COH-06345852,H10,0.986,ml_model
GB-COH-06345860,D13,0.565,ml_model
GB-COH-06351783,C12,0.718,ml_model
GB-COH-06352241,F20,1.0,ml_model
GB-COH-06352328,F20,1.0,ml_model
GB-COH-06352548,F20,0.989,ml_model
GB-COH-06352549,F20,0.993,ml_model
GB-COH-06355288,A30,1.0,ml_model
GB-COH-06356998,F20,0.964,ml_model
GB-COH-06357015,H10,0.754,ml_model
GB-COH-06357019,C12,0.956,ml_model
GB-COH-06357871,D19,0.57,ml_model
GB-COH-06357886,D13,1.0,ml_model
GB-COH-06360872,A11,0.869,ml_model
GB-COH-06360904,F20,0.989,ml_model
GB-COH-06360981,D11,0.978,ml_model
GB-COH-06360983,D33,0.953,ml_model
GB-COH-06361011,F20,0.819,ml_model
GB-COH-06361024,C12,0.785,ml_model
GB-COH-06361027,F20,0.936,ml_model
GB-COH-06361030,F20,1.0,ml_model
GB-COH-06361946,F20,1.0,ml_model
GB-COH-06362248,F20,1.0,ml_model
GB-COH-06362289,B31,1.0,ml_model
GB-COH-06362350,B31,0.992,ml_model
GB-COH-06363513,D20,0.836,ml_model
GB-COH-06363516,F20,1.0,ml_model
GB-COH-06363660,A20,0.479,ml_model
GB-COH-06363685,C22,0.999,ml_model
GB-COH-06363691,C31,0.998,ml_model
GB-COH-06363717,D20,0.994,ml_model
GB-COH-06363719,D19,0.593,ml_model
GB-COH-06363720,G12,0.998,ml_model
GB-COH-06364742,B31,0.682,ml_model
GB-COH-06364784,C12,0.947,ml_model
GB-COH-06364788,B31,1.0,ml_model
GB-COH-06364816,G11,0.27,ml_model
GB-COH-06364827,F20,0.778,ml_model
GB-COH-06365222,H90,0.997,ml_model
GB-COH-06366170,F20,0.911,ml_model
GB-COH-06366246,B31,0.607,ml_model
GB-COH-06366252,B31,0.71,ml_model
GB-COH-06367967,D13,1.0,ml_model
GB-COH-06368098,F20,0.743,ml_model
GB-COH-06368179,F20,0.999,ml_model
GB-COH-06368180,B31,0.811,ml_model
GB-COH-06368181,C12,0.386,ml_model
GB-COH-06369713,F20,0.999,ml_model
GB-COH-06369787,H10,0.939,ml_model
GB-COH-06369815,C13,0.439,ml_model
GB-COH-06370243,I10,0.98,ml_model
GB-COH-06370817,B31,0.996,ml_model
GB-COH-06370962,H10,0.565,ml_model
GB-COH-06371001,B31,0.866,ml_model
GB-COH-06371797,A11,1.0,ml_model
GB-COH-06371823,A90,0.498,ml_model
GB-COH-06373925,A11,0.935,ml_model
GB-COH-06375168,H10,0.765,ml_model
GB-COH-06376818,B31,0.997,ml_model
GB-COH-06376835,G12,0.752,ml_model
GB-COH-06376854,F20,0.548,ml_model
GB-COH-06376863,A90,0.175,ml_model
GB-COH-06377916,H10,0.739,ml_model
GB-COH-06377953,H90,0.944,ml_model
GB-COH-06379896,F30,0.998,ml_model
GB-COH-06379982,F20,0.999,ml_model
GB-COH-06382080,D30,0.306,ml_model
GB-COH-06382834,D13,0.822,ml_model
GB-COH-06382893,F20,0.208,ml_model
GB-COH-06384429,D30,0.544,ml_model
GB-COH-06386091,B31,0.984,ml_model
GB-COH-06386115,D31,0.458,ml_model
GB-COH-06386837,F20,0.999,ml_model
GB-COH-06387550,D30,0.337,ml_model
GB-COH-06387616,B31,0.881,ml_model
GB-COH-06387662,F20,0.588,ml_model
GB-COH-06387723,F20,1.0,ml_model
GB-COH-06388384,B31,1.0,ml_model
GB-COH-06388774,G14,0.685,ml_model
GB-COH-06389627,F20,0.52,ml_model
GB-COH-06389976,H90,1.0,ml_model
GB-COH-06391034,B31,0.44,ml_model
GB-COH-06393992,E90,0.62,ml_model
GB-COH-06397179,B12,0.548,ml_model
GB-COH-06397210,F20,0.902,ml_model
GB-COH-06398067,C12,0.995,ml_model
GB-COH-06398166,F20,0.992,ml_model
GB-COH-06399322,C12,0.957,ml_model
GB-COH-06399364,H10,0.999,ml_model
GB-COH-06402041,A11,0.281,ml_model
GB-COH-06403367,A11,0.907,ml_model
GB-COH-06403565,A21,0.982,ml_model
GB-COH-06409182,F20,1.0,ml_model
GB-COH-06409217,A90,0.364,ml_model
GB-COH-06409264,F20,0.969,ml_model
GB-COH-06409313,G30,0.566,ml_model
GB-COH-06409401,C31,0.635,ml_model
GB-COH-06409431,C12,0.61,ml_model
GB-COH-06409634,F20,0.946,ml_model
GB-COH-06409687,F20,0.877,ml_model
GB-COH-06412978,D19,0.614,ml_model
GB-COH-06413325,A90,0.299,ml_model
GB-COH-06413327,D19,0.216,ml_model
GB-COH-06413334,F20,0.969,ml_model
GB-COH-06413338,B31,0.58,ml_model
GB-COH-06413339,B31,0.999,ml_model
GB-COH-06413969,D19,0.69,ml_model
GB-COH-06414988,F20,0.495,ml_model
GB-COH-06417649,D11,0.765,ml_model
GB-COH-06417689,G14,0.846,ml_model
GB-COH-06417712,C12,0.821,ml_model
GB-COH-06417733,A90,0.348,ml_model
GB-COH-06418261,A12,0.981,ml_model
GB-COH-06418286,F20,0.501,ml_model
GB-COH-06418315,F20,0.999,ml_model
GB-COH-06418334,F20,1.0,ml_model
GB-COH-06418442,F20,0.682,ml_model
GB-COH-06418445,A21,0.562,ml_model
GB-COH-06419058,F20,0.509,ml_model
GB-COH-06419093,F20,0.744,ml_model
GB-COH-06419805,B31,0.981,ml_model
GB-COH-06421572,F20,0.997,ml_model
GB-COH-06421597,F20,1.0,ml_model
GB-COH-06424071,F20,0.997,ml_model
GB-COH-06424405,B31,0.997,ml_model
GB-COH-06424761,B31,0.466,ml_model
GB-COH-06425808,D13,1.0,ml_model
GB-COH-06426042,F20,0.996,ml_model
GB-COH-06428268,D11,0.438,ml_model
GB-COH-06431267,D19,0.302,ml_model
GB-COH-06431945,A90,0.325,ml_model
GB-COH-06431956,F20,0.927,ml_model
GB-COH-06431969,F20,0.334,ml_model
GB-COH-06433807,D90,0.567,ml_model
GB-COH-06433815,F20,0.958,ml_model
GB-COH-06433818,D19,0.998,ml_model
GB-COH-06433819,A11,1.0,ml_model
GB-COH-06433820,G14,0.853,ml_model
GB-COH-06433821,F20,1.0,ml_model
GB-COH-06435199,G14,0.423,ml_model
GB-COH-06436636,F20,1.0,ml_model
GB-COH-06437319,F20,0.619,ml_model
GB-COH-06437477,D33,0.422,ml_model
GB-COH-06437484,D13,0.973,ml_model
GB-COH-06437490,H10,0.999,ml_model
GB-COH-06438870,B31,0.9,ml_model
GB-COH-06438871,A11,0.547,ml_model
GB-COH-06438900,F20,0.983,ml_model
GB-COH-06440023,F20,0.84,ml_model
GB-COH-06440042,A11,1.0,ml_model
GB-COH-06440065,D13,0.983,ml_model
GB-COH-06440092,E90,0.958,ml_model
GB-COH-06441351,G12,0.436,ml_model
GB-COH-06441354,D20,0.993,ml_model
GB-COH-06441357,G11,0.919,ml_model
GB-COH-06441365,B31,0.917,ml_model
GB-COH-06441370,B31,1.0,ml_model
GB-COH-06444507,D13,1.0,ml_model
GB-COH-06446132,A90,0.364,ml_model
GB-COH-06446391,C13,0.387,ml_model
GB-COH-06446674,F20,0.897,ml_model
GB-COH-06446850,B31,0.758,ml_model
GB-COH-06447802,B31,0.464,ml_model
GB-COH-06448152,D30,0.851,ml_model
GB-COH-06450064,A90,0.453,ml_model
GB-COH-06450069,G12,0.996,ml_model
GB-COH-06450366,F20,0.987,ml_model
GB-COH-06450507,F20,1.0,ml_model
GB-COH-06451553,A12,0.978,ml_model
GB-COH-06452755,A12,0.33,ml_model
GB-COH-06453208,F20,0.995,ml_model
GB-COH-06453887,H10,0.997,ml_model
GB-COH-06453936,F30,1.0,ml_model
GB-COH-06453996,D11,0.541,ml_model
GB-COH-06456302,B31,0.976,ml_model
GB-COH-06457113,A11,1.0,ml_model
GB-COH-06457819,H10,0.939,ml_model
GB-COH-06458667,F20,0.689,ml_model
GB-COH-06458727,G12,0.904,ml_model
GB-COH-06458744,F20,0.494,ml_model
GB-COH-06458762,G13,0.601,ml_model
GB-COH-06458804,F20,0.985,ml_model
GB-COH-06463610,A11,0.707,ml_model
GB-COH-06463658,B31,0.703,ml_model
GB-COH-06463663,H90,0.723,ml_model
GB-COH-06463713,H10,0.929,ml_model
GB-COH-06465667,D11,0.626,ml_model
GB-COH-06465766,B31,0.782,ml_model
GB-COH-06465833,F20,0.842,ml_model
GB-COH-06466973,B32,0.637,ml_model
GB-COH-06467414,F30,0.999,ml_model
GB-COH-06467432,B31,0.984,ml_model
GB-COH-06467958,B32,0.309,ml_model
GB-COH-06468044,B31,0.999,ml_model
GB-COH-06468693,H90,0.903,ml_model
GB-COH-06470976,F20,0.995,ml_model
GB-COH-06470991,B31,0.579,ml_model
GB-COH-06471008,H10,0.998,ml_model
GB-COH-06471874,D13,1.0,ml_model
GB-COH-06472594,F20,0.988,ml_model
GB-COH-06474067,A21,0.996,ml_model
GB-COH-06474110,L50,0.832,ml_model
GB-COH-06475840,F20,0.954,ml_model
GB-COH-06478209,F20,0.996,ml_model
GB-COH-06478239,G14,0.97,ml_model
GB-COH-06478318,F20,0.501,ml_model
GB-COH-06478466,F20,0.986,ml_model
GB-COH-06478626,F20,0.65,ml_model
GB-COH-06478739,F20,0.998,ml_model
GB-COH-06478935,D13,0.554,ml_model
GB-COH-06480069,B31,0.943,ml_model
GB-COH-06480091,D13,1.0,ml_model
GB-COH-06480139,F20,0.981,ml_model
GB-COH-06480432,A30,1.0,ml_model
GB-COH-06480440,C11,1.0,ml_model
GB-COH-06482470,B31,0.757,ml_model
GB-COH-06482603,D13,0.793,ml_model
GB-COH-06485737,A11,1.0,ml_model
GB-COH-06485832,F20,0.738,ml_model
GB-COH-06486171,G14,0.521,ml_model
GB-COH-06487298,F20,0.408,ml_model
GB-COH-06487646,A90,0.213,ml_model
GB-COH-06487653,G13,0.478,ml_model
GB-COH-06487782,F20,0.422,ml_model
GB-COH-06487906,H10,0.813,ml_model
GB-COH-06487964,H10,0.965,ml_model
GB-COH-06488576,B31,0.878,ml_model
GB-COH-06488765,H90,0.827,ml_model
GB-COH-06489624,H10,0.998,ml_model
GB-COH-06489668,D13,0.735,ml_model
GB-COH-06489709,B31,0.896,ml_model
GB-COH-06494298,B31,0.992,ml_model
GB-COH-06496764,F20,0.999,ml_model
GB-COH-06496787,D11,0.874,ml_model
GB-COH-06496796,H90,0.757,ml_model
GB-COH-06496908,D30,0.324,ml_model
GB-COH-06497002,B31,0.999,ml_model
GB-COH-06498806,F20,0.997,ml_model
GB-COH-06498812,L50,0.94,ml_model
GB-COH-06498819,D13,0.653,ml_model
GB-COH-06498822,A11,0.943,ml_model
GB-COH-06498826,G14,0.898,ml_model
GB-COH-06498832,B31,0.997,ml_model
GB-COH-06500301,C11,0.669,ml_model
GB-COH-06500418,D13,0.49,ml_model
GB-COH-06500496,D20,0.943,ml_model
GB-COH-06501583,F20,1.0,ml_model
GB-COH-06503253,A11,1.0,ml_model
GB-COH-06503281,B31,1.0,ml_model
GB-COH-06503299,F20,1.0,ml_model
GB-COH-06503579,B31,0.998,ml_model
GB-COH-06505443,F20,0.5,ml_model
GB-COH-06508910,F20,0.94,ml_model
GB-COH-06508953,D13,1.0,ml_model
GB-COH-06508955,A11,1.0,ml_model
GB-COH-06510032,I10,1.0,ml_model
GB-COH-06511068,D19,0.975,ml_model
GB-COH-06512300,A90,0.318,ml_model
GB-COH-06512325,L50,0.88,ml_model
GB-COH-06512423,D30,0.239,ml_model
GB-COH-06512455,B31,0.716,ml_model
GB-COH-06512483,F20,0.959,ml_model
GB-COH-06512548,F20,0.997,ml_model
GB-COH-06512720,D11,0.948,ml_model
GB-COH-06512750,F20,0.992,ml_model
GB-COH-06512811,F30,1.0,ml_model
GB-COH-06513014,F20,1.0,ml_model
GB-COH-06513146,F20,1.0,ml_model
GB-COH-06513201,E90,0.383,ml_model
GB-COH-06513757,D13,1.0,ml_model
GB-COH-06515556,D19,0.262,ml_model
GB-COH-06515784,D90,0.258,ml_model
GB-COH-06515862,G12,0.978,ml_model
GB-COH-06515910,F20,0.818,ml_model
GB-COH-06515957,C11,0.777,ml_model
GB-COH-06516017,F20,0.546,ml_model
GB-COH-06516191,A21,0.717,ml_model
GB-COH-06516213,F20,0.886,ml_model
GB-COH-06516238,B31,0.399,ml_model
GB-COH-06518125,L50,0.999,ml_model
GB-COH-06518159,F20,0.999,ml_model
GB-COH-06519535,A11,1.0,ml_model
GB-COH-06522790,A11,1.0,ml_model
GB-COH-06524068,G13,0.929,ml_model
GB-COH-06524231,C12,0.97,ml_model
GB-COH-06527777,B31,0.972,ml_model
GB-COH-06527886,H10,0.91,ml_model
GB-COH-06527975,F20,1.0,ml_model
GB-COH-06527980,D20,0.957,ml_model
GB-COH-06528575,C12,0.993,ml_model
GB-COH-06529132,F20,0.952,ml_model
GB-COH-06531356,A11,1.0,ml_model
GB-COH-06531363,F20,1.0,ml_model
GB-COH-06531376,C12,0.808,ml_model
GB-COH-06532874,G14,0.993,ml_model
GB-COH-06532913,D13,1.0,ml_model
GB-COH-06532927,C12,0.996,ml_model
GB-COH-06532935,B31,0.993,ml_model
GB-COH-06534231,A90,0.357,ml_model
GB-COH-06534973,B31,0.966,ml_model
GB-COH-06536016,A11,0.998,ml_model
GB-COH-06536147,F20,1.0,ml_model
GB-COH-06536658,C11,0.57,ml_model
GB-COH-06537667,H90,0.998,ml_model
GB-COH-06537700,G13,0.753,ml_model
GB-COH-06537873,G11,0.997,ml_model
GB-COH-06537899,D13,0.997,ml_model
GB-COH-06541787,A12,0.576,ml_model
GB-COH-06541807,G12,0.399,ml_model
GB-COH-06541829,F20,0.519,ml_model
GB-COH-06541841,H10,0.44,ml_model
GB-COH-06541851,F20,1.0,ml_model
GB-COH-06541878,D11,0.287,ml_model
GB-COH-06541890,F20,0.969,ml_model
GB-COH-06547197,F20,1.0,ml_model
GB-COH-06549376,F20,0.989,ml_model
GB-COH-06549514,H10,0.455,ml_model
GB-COH-06549588,H90,0.997,ml_model
GB-COH-06549613,D13,1.0,ml_model
GB-COH-06549669,A11,1.0,ml_model
GB-COH-06549909,F20,0.968,ml_model
GB-COH-06549926,B31,0.977,ml_model
GB-COH-06550209,F20,0.986,ml_model
GB-COH-06550222,D19,0.539,ml_model
GB-COH-06550235,D30,0.764,ml_model
GB-COH-06550262,A11,0.953,ml_model
GB-COH-06550273,G14,0.52,ml_model
GB-COH-06551468,F20,0.884,ml_model
GB-COH-06552464,B31,0.982,ml_model
GB-COH-06552662,G13,0.334,ml_model
GB-COH-06552693,F20,0.985,ml_model
GB-COH-06552834,H10,0.84,ml_model
GB-COH-06554719,F20,0.999,ml_model
GB-COH-06554731,B31,0.802,ml_model
GB-COH-06555364,F20,0.29,ml_model
GB-COH-06555904,G14,0.967,ml_model
GB-COH-06559530,L50,1.0,ml_model
GB-COH-06560031,D13,0.989,ml_model
GB-COH-06560162,F20,0.954,ml_model
GB-COH-06560213,B31,0.494,ml_model
GB-COH-06560229,H10,0.995,ml_model
GB-COH-06563430,F20,0.982,ml_model
GB-COH-06563982,C12,0.982,ml_model
GB-COH-06564684,F20,0.942,ml_model
GB-COH-06564692,B31,0.902,ml_model
GB-COH-06564707,F20,0.945,ml_model
GB-COH-06565079,H90,0.997,ml_model
GB-COH-06565112,F20,0.858,ml_model
GB-COH-06565156,F20,0.595,ml_model
GB-COH-06566021,G30,0.876,ml_model
GB-COH-06566554,F20,0.997,ml_model
GB-COH-06567004,H90,0.604,ml_model
GB-COH-06567074,B31,0.712,ml_model
GB-COH-06567434,A12,0.499,ml_model
GB-COH-06567453,A11,1.0,ml_model
GB-COH-06568004,B13,0.871,ml_model
GB-COH-06568548,C12,0.957,ml_model
GB-COH-06568552,F20,0.934,ml_model
GB-COH-06569658,C12,0.898,ml_model
GB-COH-06569694,H10,0.919,ml_model
GB-COH-06569912,A11,1.0,ml_model
GB-COH-06570029,A90,0.301,ml_model
GB-COH-06570056,L50,0.877,ml_model
GB-COH-06570123,F20,0.999,ml_model
GB-COH-06570129,C12,0.739,ml_model
GB-COH-06570184,C12,0.933,ml_model
GB-COH-06570223,B31,0.972,ml_model
GB-COH-06570248,D19,0.593,ml_model
GB-COH-06570265,H10,0.638,ml_model
GB-COH-06570315,D11,0.92,ml_model
GB-COH-06570594,F20,0.653,ml_model
GB-COH-06570612,G14,0.992,ml_model
GB-COH-06573215,F20,0.489,ml_model
GB-COH-06573530,F20,0.994,ml_model
GB-COH-06574315,B31,0.99,ml_model
GB-COH-06575787,F40,0.334,ml_model
GB-COH-06575968,F20,1.0,ml_model
GB-COH-06576195,C12,1.0,ml_model
GB-COH-06577129,B31,0.878,ml_model
GB-COH-06577217,F20,0.545,ml_model
GB-COH-06577678,F20,0.963,ml_model
GB-COH-06577895,F30,0.956,ml_model
GB-COH-06577957,A90,0.382,ml_model
GB-COH-06578741,A90,0.389,ml_model
GB-COH-06579797,D31,0.977,ml_model
GB-COH-06580275,D13,0.285,ml_model
GB-COH-06580965,F20,0.997,ml_model
GB-COH-06581023,C12,0.991,ml_model
GB-COH-06581047,A11,1.0,ml_model
GB-COH-06581082,F20,0.962,ml_model
GB-COH-06581106,D11,0.957,ml_model
GB-COH-06582316,F40,0.749,ml_model
GB-COH-06582363,B10,0.478,ml_model
GB-COH-06582437,G30,0.915,ml_model
GB-COH-06582521,B31,0.986,ml_model
GB-COH-06585776,F20,0.432,ml_model
GB-COH-06585786,F20,0.999,ml_model
GB-COH-06585814,D13,1.0,ml_model
GB-COH-06586130,F20,0.856,ml_model
GB-COH-06586137,F30,0.999,ml_model
GB-COH-06589913,F20,0.989,ml_model
GB-COH-06589977,C31,0.908,ml_model
GB-COH-06591600,B31,1.0,ml_model
GB-COH-06591621,B31,0.724,ml_model
GB-COH-06591962,F20,0.696,ml_model
GB-COH-06592658,D30,0.244,ml_model
GB-COH-06592763,A11,1.0,ml_model
GB-COH-06592783,F20,0.991,ml_model
GB-COH-06592840,B31,0.528,ml_model
GB-COH-06592854,D11,0.525,ml_model
GB-COH-06592874,C11,0.967,ml_model
GB-COH-06592897,C11,0.967,ml_model
GB-COH-06593012,C11,0.967,ml_model
GB-COH-06593035,C11,0.967,ml_model
GB-COH-06593083,C11,0.967,ml_model
GB-COH-06593089,C11,0.967,ml_model
GB-COH-06593099,C11,0.967,ml_model
GB-COH-06593354,C11,0.967,ml_model
GB-COH-06593399,C11,0.967,ml_model
GB-COH-06593439,C11,0.967,ml_model
GB-COH-06593442,C11,0.967,ml_model
GB-COH-06593451,C11,0.967,ml_model
GB-COH-06593455,C11,0.967,ml_model
GB-COH-06593461,C11,0.967,ml_model
GB-COH-06593477,C11,0.967,ml_model
GB-COH-06593482,C11,0.967,ml_model
GB-COH-06593505,C11,0.967,ml_model
GB-COH-06593524,C11,0.967,ml_model
GB-COH-06593567,C11,0.967,ml_model
GB-COH-06593576,C11,0.967,ml_model
GB-COH-06593577,C11,0.967,ml_model
GB-COH-06593582,C11,0.967,ml_model
GB-COH-06593589,C11,0.967,ml_model
GB-COH-06593596,C11,0.967,ml_model
GB-COH-06593599,C11,0.967,ml_model
GB-COH-06593603,C11,0.967,ml_model
GB-COH-06593606,C11,0.967,ml_model
GB-COH-06593607,C11,0.967,ml_model
GB-COH-06593620,B31,0.673,ml_model
GB-COH-06593630,B31,0.18,ml_model
GB-COH-06593751,G11,1.0,ml_model
GB-COH-06595468,B31,0.818,ml_model
GB-COH-06596154,F20,0.559,ml_model
GB-COH-06596223,C11,0.285,ml_model
GB-COH-06596612,D30,0.18,ml_model
GB-COH-06596942,B31,0.861,ml_model
GB-COH-06596982,A21,0.56,ml_model
GB-COH-06596997,F20,0.658,ml_model
GB-COH-06597012,D11,0.57,ml_model
GB-COH-06597071,D33,0.913,ml_model
GB-COH-06597085,B31,0.415,ml_model
GB-COH-06597097,H90,0.6,ml_model
GB-COH-06597122,B31,1.0,ml_model
GB-COH-06597646,D19,0.912,ml_model
GB-COH-06597652,F20,0.318,ml_model
GB-COH-06599399,F20,0.801,ml_model
GB-COH-06599447,B31,0.978,ml_model
GB-COH-06599516,G12,0.999,ml_model
GB-COH-06599537,F20,0.923,ml_model
GB-COH-06599550,A22,0.567,ml_model
GB-COH-06600567,C21,0.979,ml_model
GB-COH-06600924,F20,0.999,ml_model
GB-COH-06600926,F20,0.628,ml_model
GB-COH-06601380,E90,0.339,ml_model
GB-COH-06601394,F20,0.952,ml_model
GB-COH-06601544,F20,0.977,ml_model
GB-COH-06601792,F30,0.674,ml_model
GB-COH-06601881,G12,0.822,ml_model
GB-COH-06601888,G15,0.782,ml_model
GB-COH-06601904,D11,0.413,ml_model
GB-COH-06601924,F20,0.98,ml_model
GB-COH-06604986,B31,0.999,ml_model
GB-COH-06605428,F20,0.722,ml_model
GB-COH-06606495,F20,0.903,ml_model
GB-COH-06606525,F20,1.0,ml_model
GB-COH-06607079,A90,0.32,ml_model
GB-COH-06607176,C11,0.995,ml_model
GB-COH-06607534,F20,0.54,ml_model
GB-COH-06610257,C11,0.605,ml_model
GB-COH-06610265,C11,0.605,ml_model
GB-COH-06611620,B31,0.711,ml_model
GB-COH-06611691,B32,0.959,ml_model
GB-COH-06611699,A22,0.398,ml_model
GB-COH-06611709,C11,0.631,ml_model
GB-COH-06611726,B31,0.999,ml_model
GB-COH-06611732,D13,0.84,ml_model
GB-COH-06611733,C12,0.632,ml_model
GB-COH-06611734,F20,1.0,ml_model
GB-COH-06612013,F30,0.874,ml_model
GB-COH-06612128,F20,0.427,ml_model
GB-COH-06612200,F20,0.825,ml_model
GB-COH-06612277,F20,0.624,ml_model
GB-COH-06613195,D11,0.993,ml_model
GB-COH-06613238,C12,0.896,ml_model
GB-COH-06613508,B31,0.99,ml_model
GB-COH-06613779,A11,1.0,ml_model
GB-COH-06614009,F20,0.706,ml_model
GB-COH-06614013,F20,0.817,ml_model
GB-COH-06615147,H10,0.702,ml_model
GB-COH-06615277,A11,1.0,ml_model
GB-COH-06615278,F20,0.998,ml_model
GB-COH-06615851,G11,0.687,ml_model
GB-COH-06615890,C12,0.81,ml_model
GB-COH-06616400,H10,0.429,ml_model
GB-COH-06616423,D13,0.596,ml_model
GB-COH-06616853,G11,0.804,ml_model
GB-COH-06617315,A21,0.998,ml_model
GB-COH-06618271,C12,0.501,ml_model
GB-COH-06618402,F20,0.856,ml_model
GB-COH-06618693,F20,0.522,ml_model
GB-COH-06619203,F20,0.715,ml_model
GB-COH-06620258,D13,0.782,ml_model
GB-COH-06620303,F20,0.911,ml_model
GB-COH-06620332,A21,0.833,ml_model
GB-COH-06624528,C11,0.733,ml_model
GB-COH-06624931,B31,0.997,ml_model
GB-COH-06625124,F20,0.995,ml_model
GB-COH-06625540,F20,0.998,ml_model
GB-COH-06625613,F20,0.995,ml_model
GB-COH-06626251,G14,0.752,ml_model
GB-COH-06627335,A30,0.999,ml_model
GB-COH-06629617,D13,0.496,ml_model
GB-COH-06629736,A21,1.0,ml_model
GB-COH-06629753,B31,0.511,ml_model
GB-COH-06629788,F20,0.562,ml_model
GB-COH-06629824,G30,0.912,ml_model
GB-COH-06629887,D30,0.387,ml_model
GB-COH-06629896,G14,0.819,ml_model
GB-COH-06629902,H10,0.79,ml_model
GB-COH-06630681,B10,0.625,ml_model
GB-COH-06631071,H10,0.526,ml_model
GB-COH-06631166,A90,0.291,ml_model
GB-COH-06631268,F20,0.897,ml_model
GB-COH-06631595,F20,0.922,ml_model
GB-COH-06631748,E90,0.226,ml_model
GB-COH-06631859,F20,0.564,ml_model
GB-COH-06632079,F20,0.991,ml_model
GB-COH-06632945,B31,0.336,ml_model
GB-COH-06632984,D11,0.916,ml_model
GB-COH-06633727,H10,0.544,ml_model
GB-COH-06633738,A90,0.52,ml_model
GB-COH-06634452,F20,0.264,ml_model
GB-COH-06634455,D13,0.953,ml_model
GB-COH-06634457,F20,0.999,ml_model
GB-COH-06636257,F20,0.624,ml_model
GB-COH-06636635,A21,1.0,ml_model
GB-COH-06638355,F20,0.984,ml_model
GB-COH-06638394,H10,0.619,ml_model
GB-COH-06639239,B31,0.945,ml_model
GB-COH-06639262,C11,0.979,ml_model
GB-COH-06639326,I10,0.611,ml_model
GB-COH-06639432,F20,0.884,ml_model
GB-COH-06639465,E90,0.332,ml_model
GB-COH-06639594,L50,1.0,ml_model
GB-COH-06641583,A21,0.969,ml_model
GB-COH-06641728,D31,0.956,ml_model
GB-COH-06641881,B31,0.348,ml_model
GB-COH-06641955,G14,0.411,ml_model
GB-COH-06642498,C12,0.996,ml_model
GB-COH-06642709,D13,1.0,ml_model
GB-COH-06645135,B12,0.648,ml_model
GB-COH-06645169,B31,0.991,ml_model
GB-COH-06645183,H10,0.631,ml_model
GB-COH-06645913,D14,0.908,ml_model
GB-COH-06645926,F20,0.981,ml_model
GB-COH-06646759,C11,0.997,ml_model
GB-COH-06646779,A21,0.61,ml_model
GB-COH-06646824,D19,0.599,ml_model
GB-COH-06646917,D30,0.256,ml_model
GB-COH-06647388,A11,0.998,ml_model
GB-COH-06647460,D11,0.852,ml_model
GB-COH-06647483,D19,0.983,ml_model
GB-COH-06647590,D31,0.909,ml_model
GB-COH-06648564,A90,0.336,ml_model
GB-COH-06652488,A11,0.718,ml_model
GB-COH-06652569,G14,0.993,ml_model
GB-COH-06652582,H90,0.877,ml_model
GB-COH-06653495,F20,0.999,ml_model
GB-COH-06653498,G14,0.791,ml_model
GB-COH-06653855,G12,0.525,ml_model
GB-COH-06654019,G12,0.999,ml_model
GB-COH-06654044,A11,1.0,ml_model
GB-COH-06654080,G11,0.579,ml_model
GB-COH-06654131,B31,0.669,ml_model
GB-COH-06654971,B20,0.389,ml_model
GB-COH-06656195,A90,0.411,ml_model
GB-COH-06658171,F20,0.944,ml_model
GB-COH-06658174,I10,0.869,ml_model
GB-COH-06658184,B31,0.738,ml_model
GB-COH-06658197,F20,0.946,ml_model
GB-COH-06658200,B31,0.995,ml_model
GB-COH-06658208,F20,0.851,ml_model
GB-COH-06658223,H90,0.716,ml_model
GB-COH-06658232,A22,0.999,ml_model
GB-COH-06658237,B31,0.55,ml_model
GB-COH-06658241,B31,0.891,ml_model
GB-COH-06658252,B31,0.751,ml_model
GB-COH-06659537,C12,0.957,ml_model
GB-COH-06659544,H10,0.492,ml_model
GB-COH-06660762,G30,0.719,ml_model
GB-COH-06660785,F20,0.818,ml_model
GB-COH-06660797,B31,0.852,ml_model
GB-COH-06661445,D13,1.0,ml_model
GB-COH-06661448,H10,0.539,ml_model
GB-COH-06661453,B31,0.62,ml_model
GB-COH-06661458,B31,0.967,ml_model
GB-COH-06661475,A11,0.994,ml_model
GB-COH-06661810,B31,0.999,ml_model
GB-COH-06661969,G12,0.872,ml_model
GB-COH-06661986,A21,0.855,ml_model
GB-COH-06661990,C13,0.175,ml_model
GB-COH-06661997,D13,0.976,ml_model
GB-COH-06662673,A11,0.993,ml_model
GB-COH-06664071,F20,0.404,ml_model
GB-COH-06664159,D19,0.877,ml_model
GB-COH-06664210,A11,0.957,ml_model
GB-COH-06664306,D13,0.95,ml_model
GB-COH-06664356,A21,0.989,ml_model
GB-COH-06666612,C12,0.987,ml_model
GB-COH-06667245,G30,0.59,ml_model
GB-COH-06667992,D13,0.734,ml_model
